9532,"(41.7911998, -87.5999233)"
9534,"(41.7901841, -87.6045875)"
9535,"(41.78796639999999, -87.59953639999999)"
9536,"(41.78462340000001, -87.60489899999999)"
9537,"(41.7948658, -87.59761429999999)"
9538,"(41.8781136, -87.6297982)"
9540,"(41.7910678, -87.60495069999999)"
9541,"(41.8781136, -87.6297982)"
9547,"(41.7999895, -87.5959738)"
9549,"(41.7878419, -87.5914952)"
9551,"(41.7898182, -87.59391010000002)"
9552,"(41.7979526, -87.5926025)"
9553,"(41.8060057, -87.5870714)"
9555,"(41.7858787, -87.6044278)"
9556,"(41.7804559, -87.6010685)"
9557,"(41.7899689, -87.6052594)"
9558,"(41.79351339999999, -87.5960709)"
9560,"(41.7880876, -87.5896075)"
9561,"(41.78462340000001, -87.60489899999999)"
9563,"(41.7859253, -87.5996638)"
9564,"(41.7929725, -87.5999293)"
9565,"(41.7879395, -87.5981944)"
9566,"(41.792279, -87.599954)"
9567,"(41.7957172, -87.5937557)"
9569,"(41.792279, -87.599954)"
9570,"(41.7934028, -87.60085939999999)"
9572,"(41.7892417, -87.59749049999999)"
9573,"(41.780544, -87.59354554999999)"
9574,"(41.792279, -87.599954)"
9576,"(41.78462340000001, -87.60489899999999)"
9577,"(41.789734, -87.6015371)"
9578,"(41.7913737, -87.60130180000002)"
9579,"(41.78462340000001, -87.60489899999999)"
9580,"(41.7913358, -87.5894604)"
9582,"(41.7847535, -87.592671)"
9583,"(41.7988363, -87.5854988)"
9584,"(41.78462340000001, -87.60489899999999)"
9588,"(41.7892116, -87.60406619999999)"
9589,"(41.7979633, -87.596593)"
9590,"(41.7903948, -87.6038772)"
9592,"(41.7840817, -87.6011369)"
9593,"(41.7891369, -87.5954551)"
9594,"(41.78462340000001, -87.60489899999999)"
9595,"(41.7854503, -87.603927)"
9596,"(41.78462340000001, -87.60489899999999)"
9597,"(41.7856421, -87.5868053)"
9598,"(41.7894273, -87.59154939999999)"
9601,"(41.8017562, -87.5866716)"
9603,"(41.7919805, -87.5886812)"
9605,"(41.78952109999999, -87.60424909999999)"
9606,"(41.7899689, -87.6052594)"
9607,"(41.7899689, -87.6052594)"
9608,"(41.7927938, -87.59843049999999)"
9610,"(41.7956081, -87.6000492)"
9611,"(41.7889345, -87.599158)"
9612,"(41.7898637, -87.60276669999999)"
9614,"(41.7910678, -87.60495069999999)"
9615,"(41.7888793, -87.6049986)"
9617,"(41.7954837, -87.58816019999999)"
9618,"(41.789734, -87.6015371)"
9620,"(41.78993010000001, -87.6033832)"
9623,"(41.7889661, -87.60093189999999)"
9624,"(41.7791567, -87.59946090000001)"
9626,"(41.7987726, -87.59042600000001)"
9630,"(41.7881189, -87.5898105)"
9631,"(41.7910678, -87.60495069999999)"
9632,"(41.78462340000001, -87.60489899999999)"
9634,"(41.78462340000001, -87.60489899999999)"
9635,"(41.7937113, -87.5811683)"
9637,"(41.7910678, -87.60495069999999)"
9638,"(41.8014367, -87.59489704999999)"
9639,"(41.7911308, -87.60274969999999)"
9640,"(41.792246250000005, -87.60495925)"
9642,"(41.78853429999999, -87.59196179999999)"
9643,"(41.7822767, -87.600292)"
9644,"(41.795371499999995, -87.59887725)"
9645,"(41.7901748, -87.59914119999999)"
9646,"(41.7910678, -87.60495069999999)"
9648,"(41.7935469, -87.58948099999999)"
9649,"(41.7882484, -87.5909839)"
9650,"(41.7886075, -87.5937902)"
9652,"(41.7910678, -87.60495069999999)"
9653,"(41.8128931, -87.602475)"
9654,"(41.7895239, -87.59097729999999)"
9655,"(41.78318105, -87.6011243)"
9656,"(41.7880686, -87.5956212)"
9658,"(41.797457, -87.60024)"
9659,"(41.7980922, -87.5961509)"
9660,"(41.80220629999999, -87.5968839)"
9661,"(41.78952109999999, -87.60424909999999)"
9662,"(41.800719, -87.59776099999999)"
9664,"(41.78952109999999, -87.60424909999999)"
9665,"(41.7901748, -87.59914119999999)"
9666,"(41.79682965, -87.5989)"
9667,"(41.7886421, -87.5927603)"
9668,"(41.7955712, -87.60568579999999)"
9670,"(41.7885418, -87.59704579999999)"
9671,"(41.78796639999999, -87.59953639999999)"
9673,"(41.7859024, -87.60202919999999)"
9674,"(41.8056853, -87.6004647)"
9675,"(41.80055309999999, -87.5963881)"
9677,"(41.78802779999999, -87.5939404)"
9678,"(41.7877085, -87.6036874)"
9679,"(41.79966505, -87.599965)"
9681,"(41.780544, -87.59354554999999)"
9682,"(41.7905318, -87.5948216)"
9683,"(41.7858787, -87.6044278)"
9684,"(41.7903948, -87.6038772)"
9685,"(41.7919425, -87.60283989999999)"
9686,"(41.7920395, -87.6017426)"
9687,"(41.796511550000005, -87.59658304999999)"
9689,"(41.7845959, -87.6008803)"
9691,"(41.7891768, -87.60195080000001)"
9694,"(41.7912712, -87.59819279999999)"
9695,"(41.7910678, -87.60495069999999)"
9697,"(41.79196899999999, -87.600869)"
9699,"(41.7892116, -87.60406619999999)"
9701,"(41.7843826, -87.5967083)"
9702,"(41.7926519, -87.604581)"
9703,"(41.7911308, -87.60274969999999)"
9704,"(41.8151964, -87.60542699999999)"
9708,"(41.7985756, -87.6023599)"
9709,"(41.805112, -87.6011639)"
